Date,Price,Open,High,Low,Vol.,Change %
30/05/2022,7.8485,7.8493,7.8497,7.848,9.83K,-0.01%
27/05/2022,7.8489,7.8496,7.8502,7.8488,10.48K,-0.01%
26/05/2022,7.8494,7.8498,7.8502,7.8491,9.02K,0.00%
25/05/2022,7.8497,7.8492,7.8502,7.8488,11.09K,0.01%
24/05/2022,7.8492,7.8492,7.8499,7.8488,11.35K,0.00%
23/05/2022,7.8492,7.8478,7.85,7.8474,14.33K,0.02%
20/05/2022,7.8474,7.8476,7.8489,7.8467,14.37K,0.00%
19/05/2022,7.8474,7.849,7.8493,7.8465,13.07K,-0.02%
18/05/2022,7.8491,7.8493,7.8499,7.8471,12.61K,0.00%
17/05/2022,7.8492,7.8499,7.85,7.8488,10.22K,-0.01%
16/05/2022,7.8498,7.8498,7.8502,7.8496,6.78K,0.00%
13/05/2022,7.8498,7.85,7.8505,7.8496,7.24K,0.00%
12/5/2022,7.8499,7.8499,7.8502,7.8496,7.47K,0.00%
11/5/2022,7.8498,7.8499,7.8502,7.8495,7.71K,0.00%
10/5/2022,7.8497,7.8498,7.8502,7.8492,9.64K,0.00%
9/5/2022,7.8497,7.8495,7.8501,7.8495,7.33K,0.00%
6/5/2022,7.8494,7.8493,7.85,7.8491,8.89K,0.00%
5/5/2022,7.8492,7.8486,7.8496,7.8479,9.16K,0.01%
4/5/2022,7.8484,7.8473,7.8491,7.8471,9.29K,0.02%
3/5/2022,7.8471,7.8477,7.8491,7.8471,10.55K,-0.01%
2/5/2022,7.8475,7.8464,7.8482,7.8461,7.04K,0.01%
29/04/2022,7.8466,7.847,7.8486,7.8457,13.13K,0.00%
28/04/2022,7.8468,7.8464,7.8478,7.8456,13.47K,0.01%
27/04/2022,7.8463,7.8454,7.8479,7.8446,13.89K,0.02%
26/04/2022,7.8451,7.8474,7.848,7.8445,13.15K,-0.03%
25/04/2022,7.8473,7.8463,7.8481,7.8453,10.72K,0.02%
22/04/2022,7.846,7.8446,7.8471,7.8443,11.39K,0.02%
21/04/2022,7.8446,7.8437,7.8452,7.8431,12.29K,0.01%
20/04/2022,7.8437,7.8423,7.8446,7.8414,11.57K,0.02%
19/04/2022,7.8421,7.8412,7.8444,7.84,12.70K,0.02%
18/04/2022,7.8409,7.8436,7.8443,7.8411,7.11K,-0.04%
15/04/2022,7.8439,7.8429,7.8447,7.8425,8.87K,0.02%
14/04/2022,7.8425,7.839,7.8431,7.8383,11.44K,0.04%
13/04/2022,7.8392,7.8372,7.84,7.8363,11.80K,0.03%
12/4/2022,7.8369,7.8382,7.839,7.8355,11.75K,-0.02%
11/4/2022,7.8381,7.8391,7.8401,7.8373,10.39K,-0.01%
8/4/2022,7.8387,7.8377,7.84,7.8363,11.26K,0.02%
7/4/2022,7.8375,7.838,7.8394,7.8359,11.22K,0.00%
6/4/2022,7.8376,7.8344,7.8397,7.8333,11.78K,0.04%
5/4/2022,7.8348,7.8347,7.8361,7.8321,9.72K,0.00%
4/4/2022,7.8345,7.8335,7.8365,7.8335,10.78K,0.01%
1/4/2022,7.8334,7.8327,7.8361,7.8314,12.51K,0.02%
31/03/2022,7.8321,7.8271,7.8344,7.8267,11.56K,0.06%
30/03/2022,7.8272,7.8273,7.8281,7.8254,12.18K,0.00%
29/03/2022,7.8271,7.8295,7.83,7.826,11.98K,-0.03%
28/03/2022,7.8297,7.8281,7.8302,7.8271,9.86K,0.02%
25/03/2022,7.8281,7.8231,7.8294,7.8225,10.91K,0.07%
24/03/2022,7.8229,7.8239,7.8254,7.8225,11.66K,-0.01%
23/03/2022,7.8235,7.8267,7.8282,7.8228,14.23K,-0.04%
22/03/2022,7.8264,7.825,7.8293,7.8246,13.60K,0.02%
21/03/2022,7.8251,7.8246,7.8271,7.8229,11.06K,0.01%
18/03/2022,7.8244,7.8183,7.8252,7.8162,15.43K,0.08%
17/03/2022,7.8182,7.8197,7.8222,7.8158,15.42K,-0.01%
16/03/2022,7.8191,7.8282,7.8287,7.8187,16.04K,-0.11%
15/03/2022,7.8281,7.8299,7.8309,7.8225,16.75K,-0.02%
14/03/2022,7.8297,7.8289,7.8309,7.8271,11.86K,0.01%
11/3/2022,7.8287,7.8228,7.8298,7.8211,14.47K,0.08%
10/3/2022,7.8225,7.8197,7.8231,7.8186,11.51K,0.04%
9/3/2022,7.8192,7.8184,7.8215,7.8172,13.08K,0.01%
8/3/2022,7.8187,7.8194,7.8228,7.8175,15.82K,-0.01%
7/3/2022,7.8194,7.8137,7.8201,7.8135,11.88K,0.07%
4/3/2022,7.8136,7.8162,7.8186,7.8116,16.48K,-0.03%
3/3/2022,7.8158,7.813,7.8165,7.8124,13.38K,0.04%
2/3/2022,7.8128,7.8158,7.8171,7.812,13.44K,-0.04%
1/3/2022,7.8157,7.8141,7.8175,7.8126,14.51K,0.02%
28/02/2022,7.8139,7.8083,7.8152,7.807,12.97K,0.07%
25/02/2022,7.8082,7.8078,7.8097,7.8063,11.48K,0.01%
24/02/2022,7.8077,7.8049,7.8101,7.8042,14.85K,0.04%
23/02/2022,7.8048,7.8021,7.8059,7.8015,10.71K,0.04%
22/02/2022,7.8017,7.8014,7.8039,7.8007,12.38K,0.01%
21/02/2022,7.8012,7.8,7.8028,7.7995,10.96K,0.02%
18/02/2022,7.7999,7.7991,7.8015,7.7986,11.82K,0.01%
17/02/2022,7.7989,7.8011,7.8025,7.7986,12.34K,-0.02%
16/02/2022,7.8005,7.8011,7.8028,7.8001,11.73K,-0.01%
15/02/2022,7.8012,7.8021,7.804,7.801,13.01K,-0.01%
14/02/2022,7.8016,7.8004,7.804,7.7998,13.04K,0.02%
11/2/2022,7.7999,7.7951,7.8047,7.7941,15.09K,0.06%
10/2/2022,7.7949,7.7905,7.7955,7.7905,11.96K,0.06%
9/2/2022,7.7904,7.794,7.7948,7.7905,12.22K,-0.04%
8/2/2022,7.7937,7.7926,7.7969,7.7917,13.82K,0.02%
7/2/2022,7.7924,7.7882,7.7947,7.7879,13.79K,0.06%
4/2/2022,7.7879,7.793,7.7941,7.7875,12.56K,-0.06%
3/2/2022,7.7927,7.7959,7.7975,7.7925,10.87K,-0.04%
2/2/2022,7.7955,7.7941,7.7978,7.793,10.19K,0.02%
1/2/2022,7.7937,7.7975,7.7979,7.7936,8.34K,-0.05%
31/01/2022,7.7974,7.7923,7.8007,7.792,12.62K,0.07%
28/01/2022,7.7918,7.7902,7.7948,7.7885,13.83K,0.03%
27/01/2022,7.7896,7.7864,7.792,7.7864,15.54K,0.04%
26/01/2022,7.7866,7.7861,7.7877,7.7841,14.46K,0.01%
25/01/2022,7.786,7.786,7.7881,7.7844,12.90K,0.00%
24/01/2022,7.786,7.7868,7.7884,7.7842,10.65K,0.00%
21/01/2022,7.7863,7.7863,7.7896,7.785,12.79K,0.00%
20/01/2022,7.7862,7.7898,7.7923,7.7839,14.48K,-0.04%
19/01/2022,7.7895,7.7919,7.7933,7.7895,12.62K,-0.03%
18/01/2022,7.7916,7.7908,7.795,7.7889,14.80K,0.01%
17/01/2022,7.7906,7.7849,7.792,7.7835,10.56K,0.07%
14/01/2022,7.7848,7.7866,7.7889,7.7825,12.90K,-0.03%
13/01/2022,7.7869,7.791,7.7928,7.7857,14.08K,-0.05%
12/1/2022,7.7909,7.7955,7.7976,7.7892,11.50K,-0.06%
11/1/2022,7.7953,7.7955,7.798,7.7949,10.64K,0.00%
10/1/2022,7.7953,7.7975,7.7991,7.7945,11.13K,-0.03%
7/1/2022,7.798,7.8008,7.8019,7.7966,13.11K,-0.03%
6/1/2022,7.8006,7.7965,7.8024,7.7941,13.33K,0.05%
5/1/2022,7.7967,7.7942,7.7971,7.7925,12.18K,0.04%
4/1/2022,7.7934,7.7973,7.7984,7.7935,11.66K,-0.05%
3/1/2022,7.7972,7.7959,7.8004,7.7954,9.35K,0.02%
31/12/2021,7.7958,7.7994,7.7997,7.7949,10.25K,-0.04%
30/12/2021,7.7993,7.7966,7.8008,7.7965,10.97K,0.03%
29/12/2021,7.7966,7.7983,7.7991,7.7954,9.17K,-0.02%
28/12/2021,7.7983,7.799,7.8005,7.798,10.59K,-0.01%
27/12/2021,7.7989,7.8,7.8018,7.7983,8.45K,-0.01%
24/12/2021,7.7997,7.7983,7.8001,7.7982,12.25K,0.01%
23/12/2021,7.7986,7.7998,7.801,7.7978,11.43K,-0.01%
22/12/2021,7.7995,7.8012,7.8017,7.7986,11.05K,-0.02%
21/12/2021,7.8007,7.8015,7.8032,7.798,10.86K,0.00%
20/12/2021,7.801,7.8025,7.8042,7.7984,11.73K,-0.02%
17/12/2021,7.8025,7.8038,7.8042,7.8002,13.32K,-0.01%
16/12/2021,7.8036,7.8022,7.8048,7.8003,12.38K,0.02%
15/12/2021,7.8022,7.8014,7.8036,7.8007,13.01K,0.02%
14/12/2021,7.8006,7.8014,7.8044,7.8004,12.10K,0.00%
13/12/2021,7.8009,7.7989,7.8045,7.7975,12.04K,0.03%
10/12/2021,7.7985,7.7972,7.8007,7.7965,12.90K,0.02%
9/12/2021,7.7969,7.7977,7.7993,7.7957,11.66K,-0.01%
8/12/2021,7.7974,7.7987,7.7995,7.7957,12.14K,-0.01%
7/12/2021,7.7985,7.8001,7.8019,7.7957,14.14K,-0.02%
6/12/2021,7.8,7.7954,7.8019,7.7951,12.52K,0.08%
3/12/2021,7.7938,7.791,7.7979,7.7892,13.20K,0.04%
2/12/2021,7.7908,7.793,7.7944,7.7882,14.15K,-0.03%
1/12/2021,7.7928,7.7973,7.7982,7.7908,12.89K,-0.05%
30/11/2021,7.797,7.7997,7.8021,7.7952,13.40K,-0.03%
29/11/2021,7.7996,7.7986,7.8001,7.7974,9.45K,0.01%
26/11/2021,7.7985,7.7968,7.7997,7.795,13.72K,0.03%
25/11/2021,7.7964,7.7986,7.7989,7.7954,12.11K,-0.03%
24/11/2021,7.7984,7.7941,7.799,7.7921,12.17K,0.05%
23/11/2021,7.7942,7.7898,7.7947,7.7894,11.98K,0.06%
22/11/2021,7.7897,7.7906,7.7925,7.7882,11.46K,-0.01%
19/11/2021,7.7906,7.789,7.793,7.7883,11.95K,0.02%
18/11/2021,7.7887,7.7881,7.7901,7.7875,12.06K,0.01%
17/11/2021,7.7877,7.7871,7.7899,7.7861,12.94K,0.01%
16/11/2021,7.7868,7.7885,7.7899,7.7857,12.88K,-0.02%
15/11/2021,7.7884,7.7906,7.7931,7.7883,11.23K,-0.03%
12/11/2021,7.7905,7.792,7.794,7.7891,41.80K,-0.01%
11/11/2021,7.7916,7.7916,7.7936,7.7888,69.33K,0.01%
10/11/2021,7.7911,7.7905,7.792,7.7881,52.92K,0.01%
9/11/2021,7.7904,7.7885,7.7913,7.7878,47.32K,0.03%
8/11/2021,7.7882,7.7829,7.7891,7.7826,41.31K,0.08%
5/11/2021,7.7823,7.7825,7.786,7.7817,48.30K,0.00%
4/11/2021,7.7825,7.784,7.7849,7.7817,81.53K,-0.02%
3/11/2021,7.7838,7.7822,7.7861,7.7808,96.42K,0.02%
2/11/2021,7.782,7.783,7.7835,7.7803,93.99K,-0.01%
1/11/2021,7.7827,7.7788,7.7835,7.7787,56.84K,0.05%
29/10/2021,7.7787,7.7775,7.7808,7.775,90.28K,0.02%
28/10/2021,7.7771,7.7776,7.7787,7.7761,58.73K,-0.01%
27/10/2021,7.7778,7.7757,7.7791,7.7754,43.59K,0.03%
26/10/2021,7.7755,7.7741,7.7765,7.7735,67.18K,0.02%
25/10/2021,7.7743,7.7738,7.7746,7.7726,59.19K,0.02%
22/10/2021,7.7729,7.7748,7.776,7.7724,93.60K,-0.02%
21/10/2021,7.7746,7.7735,7.7769,7.7724,94.56K,0.01%
20/10/2021,7.7735,7.7753,7.7778,7.7724,94.80K,-0.02%
19/10/2021,7.7751,7.7778,7.7793,7.775,97.40K,-0.03%
18/10/2021,7.7775,7.7765,7.7807,7.7762,63.30K,0.01%
15/10/2021,7.7765,7.7784,7.7821,7.7764,80.54K,-0.02%
14/10/2021,7.7782,7.7796,7.7801,7.778,93.84K,-0.01%
13/10/2021,7.7793,7.7818,7.7832,7.779,94.47K,-0.03%
12/10/2021,7.7815,7.7786,7.7832,7.7781,98.53K,0.05%
11/10/2021,7.7779,7.7841,7.7852,7.7778,64.15K,-0.08%
8/10/2021,7.7839,7.785,7.7864,7.7835,95.01K,-0.01%
7/10/2021,7.7848,7.7865,7.7873,7.784,95.99K,-0.02%
6/10/2021,7.7863,7.7856,7.788,7.784,96.74K,0.01%
5/10/2021,7.7856,7.7872,7.7881,7.7833,96.29K,-0.02%
4/10/2021,7.787,7.7845,7.7884,7.7845,61.45K,0.03%
1/10/2021,7.7844,7.786,7.787,7.7842,70.73K,-0.02%
30/09/2021,7.7859,7.7856,7.7896,7.7841,96.51K,0.01%
29/09/2021,7.7854,7.7829,7.786,7.7825,93.99K,0.03%
28/09/2021,7.7827,7.7834,7.7845,7.7806,95.57K,-0.01%
27/09/2021,7.7832,7.7854,7.7863,7.7825,62.18K,-0.03%
24/09/2021,7.7854,7.7845,7.7868,7.7828,79.36K,0.01%
23/09/2021,7.7843,7.7864,7.7867,7.7831,96.91K,-0.02%
22/09/2021,7.7862,7.7866,7.7883,7.7839,95.27K,-0.01%
21/09/2021,7.7867,7.7873,7.7885,7.7835,62.17K,0.00%
20/09/2021,7.7869,7.7824,7.7882,7.7814,38.63K,0.07%
17/09/2021,7.7818,7.783,7.7844,7.78,79.03K,0.00%
16/09/2021,7.782,7.782,7.7855,7.7806,95.93K,0.00%
15/09/2021,7.7818,7.7783,7.783,7.7776,96.44K,0.05%
14/09/2021,7.7779,7.7802,7.7805,7.7772,95.50K,-0.02%
13/09/2021,7.7797,7.7776,7.7809,7.7771,59.10K,0.03%
10/9/2021,7.7776,7.7776,7.779,7.7745,81.29K,0.00%
9/9/2021,7.7777,7.7762,7.779,7.7755,66.23K,0.02%
8/9/2021,7.7759,7.7746,7.7778,7.7737,81.79K,0.02%
7/9/2021,7.7745,7.7736,7.7755,7.7721,57.74K,0.02%
6/9/2021,7.7732,7.7713,7.7751,7.7708,46.34K,0.03%
3/9/2021,7.7705,7.7712,7.7736,7.7699,148.75K,0.00%
2/9/2021,7.7707,7.7772,7.7776,7.7705,115.40K,-0.08%
1/9/2021,7.7769,7.7773,7.7797,7.7751,90.34K,-0.01%
31/08/2021,7.7773,7.7866,7.7876,7.7768,63.40K,-0.11%
30/08/2021,7.786,7.7877,7.7898,7.7857,27.09K,-0.02%
27/08/2021,7.7876,7.7874,7.7916,7.7867,47.70K,0.01%
26/08/2021,7.7872,7.7839,7.7881,7.7825,39.99K,0.04%
25/08/2021,7.7838,7.788,7.7893,7.7825,47.09K,-0.05%
24/08/2021,7.7876,7.7927,7.7928,7.787,61.16K,-0.06%
23/08/2021,7.7924,7.7906,7.7931,7.7875,43.43K,0.02%
20/08/2021,7.7909,7.79,7.7924,7.7881,65.63K,0.01%
19/08/2021,7.7898,7.7874,7.793,7.7874,64.51K,0.02%
18/08/2021,7.7881,7.7925,7.7945,7.7858,79.43K,-0.05%
17/08/2021,7.7922,7.7843,7.7944,7.7838,96.09K,0.10%
16/08/2021,7.7841,7.7828,7.7861,7.7821,60.35K,0.02%
13/08/2021,7.7828,7.7811,7.7841,7.7807,88.67K,0.02%
12/8/2021,7.7812,7.7789,7.7824,7.7782,59.15K,0.04%
11/8/2021,7.7784,7.7815,7.7829,7.7779,71.35K,-0.04%
10/8/2021,7.7813,7.7837,7.784,7.7804,61.87K,-0.03%
9/8/2021,7.7835,7.7793,7.7839,7.779,43.38K,0.05%
6/8/2021,7.7795,7.7773,7.7811,7.7758,77.29K,0.03%
5/8/2021,7.7769,7.7755,7.7778,7.7748,93.10K,0.02%
4/8/2021,7.7754,7.7779,7.779,7.7736,84.90K,-0.03%
3/8/2021,7.7781,7.7725,7.779,7.7723,93.52K,0.07%
2/8/2021,7.7723,7.7726,7.7773,7.7716,60.90K,0.00%
30/07/2021,7.772,7.7704,7.7764,7.7701,182.23K,0.02%
29/07/2021,7.7702,7.7807,7.7811,7.7701,103.12K,-0.13%
28/07/2021,7.7805,7.7852,7.7856,7.7779,95.57K,-0.06%
27/07/2021,7.7852,7.7783,7.7856,7.7753,55.30K,0.09%
26/07/2021,7.7784,7.7695,7.78,7.7691,11.16K,0.12%
23/07/2021,7.769,7.7709,7.7716,7.7681,8.34K,-0.02%
22/07/2021,7.7706,7.7733,7.7737,7.7699,8.15K,-0.03%
21/07/2021,7.773,7.7729,7.7751,7.7716,8.32K,0.00%
20/07/2021,7.7728,7.7709,7.7734,7.7706,8.57K,0.03%
19/07/2021,7.7707,7.768,7.7716,7.7674,8.10K,0.04%
16/07/2021,7.7678,7.7677,7.7694,7.767,8.61K,0.00%
